DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0333-KOR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KOR,Republic of Korea,Eastern Asia,Asia,North Chungcheong and Gyeonggi Provinces,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,8,1,2020,8,12,42,,6000,,6000,,,,,420000,494471,84.93919813,"[{""adm1_code"":2434,""adm1_name"":""Chungchongbuk-do""},{""adm1_code"":2439,""adm1_name"":""Kyonggi-do""}]",2020-08-12,2023-09-25
2020-0336-NER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NER,Niger,Sub-Saharan Africa,Africa,"Maradi, Tahoua, Tillabéri, Dosso ",Heavy rains,,No,No,No,,,Km2,,,,2020,7,1,2020,9,10,73,,,632608,632608,,,,,10000,11773,84.93919813,"[{""adm1_code"":2204,""adm1_name"":""Dosso""},{""adm1_code"":2205,""adm1_name"":""Maradi""},{""adm1_code"":2207,""adm1_name"":""Tahoua""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""}]",2020-08-12,2023-09-25
2020-0349-UKR,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,UKR,Ukraine,Eastern Europe,Europe,"Stanychno-Luhansk, Novoaidar, Severodonetsk districts",,,No,No,No,,,Km2,,,,2020,9,30,2020,10,8,11,18,1650,,1668,,,,,,,84.93919813,"[{""adm1_code"":3161,""adm1_name"":""Luhans'ka""}]",2020-08-12,2023-09-25
2020-0353-MEX,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MEX,Mexico,Latin America and the Caribbean,Americas,Filomeno Meta municipality (Veracruz State),,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,8,8,2020,8,10,3,,5100,,5100,,,,,,,84.93919813,"[{""adm2_code"":21137,""adm2_name"":""Filomeno Mata""}]",2020-08-12,2023-09-25
2020-0355-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Mekkhala' (Ferdie),CHN,China,Eastern Asia,Asia,Zhangzhou Prefecture (Fujian province),,,No,No,No,,,Kph,,,,2020,8,10,2020,8,11,,,12235,,12235,,,,,161000,189547,84.93919813,"[{""adm2_code"":13010,""adm2_name"":""Zhangzhou""}]",2020-08-12,2023-09-25
2020-0357-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Sindh province, Khyber Pakhtunkhwa, Baluchistan",Monsoon rain,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2020,8,1,2020,9,,410,170,1550000,,1550170,,,,,1500000,1765969,84.93919813,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2273,""adm1_name"":""Federally Administered Tribal Areas""},{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":2277,""adm1_name"":""Sindh""}]",2020-08-17,2023-09-25
2020-0362-SSD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2019-000062,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Bor South, Twic East, Duk, Ayod Countie (Jonglei); Renk county (Eastern Nile); Pochallla county (Pibor); Lakes (El Buhyerat), Unity, Upper Nile, Warrap, Western Equatoria, Central Equatoria, Northern Bahr-el-Ghazal",Heavy rains,,No,No,No,,,Km2,,,"White Nile, Akobo River",2020,7,,2020,12,,,,1042000,,1042000,,,,,,,84.93919813,"[{""adm1_code"":2746,""adm1_name"":""El Buheyrat""},{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2748,""adm1_name"":""Central Equatoria""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""},{""adm2_code"":37052,""adm2_name"":""Ayod""},{""adm2_code"":37053,""adm2_name"":""Bor""},{""adm2_code"":37056,""adm2_name"":""Pibor""}]",2020-08-17,2023-09-25
2020-0363-PRK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"North and South Hwanghae, North Phyongan, and Kangwon provinces",Heavy rains,,No,No,No,,,Km2,,,,2020,8,4,2020,8,10,22,,85000,,85000,,,,,,,84.93919813,"[{""adm1_code"":1056,""adm1_name"":""Kangwon-do""},{""adm1_code"":1059,""adm1_name"":""Hwanghae-bukto""},{""adm1_code"":1060,""adm1_name"":""P'yongan-bukto""},{""adm1_code"":1063,""adm1_name"":""Hwanghae-namdo""}]",2020-08-17,2023-09-25
2020-0365-ITA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,ITA,Italy,Southern Europe,Europe,"Chiareggio Locality (Sondrio Province, Lombardy region)",Heavy rains,,No,No,No,,,,,,,2020,8,12,2020,8,12,3,2,180,,182,,,,,,,84.93919813,"[{""adm2_code"":18365,""adm2_name"":""Sondrio""}]",2020-08-17,2023-09-25
2020-0369-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Al Madinah, Asir, Jizan, Najran, Al Bahah Regions",Hevay rains,,No,No,No,,,Km2,,,,2020,8,,2020,8,9,3,,600,,600,,,,,,,84.93919813,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2020-08-17,2023-09-25
2020-0370-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Bicol Region,,,No,No,No,,6.6,Moment Magnitude,12.021,124.123,,2020,8,18,2020,8,18,1,20,4255,705,4980,,,,,2500,2943,84.93919813,"[{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""}]",2020-08-18,2023-09-25
2020-0372-GEO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000175,,GEO,Georgia,Western Asia,Asia,"Racha-Lechkhumi and Kvemo Svaneti, Guria Imereti Regions; Lagodekhi Municipality, Kakheti Region",Heavy rains,,No,No,No,,,Km2,,,,2020,7,29,2020,8,3,,,5133,,5133,,,,,,,84.93919813,"[{""adm1_code"":1298,""adm1_name"":""Guria""},{""adm1_code"":1299,""adm1_name"":""Imereti""},{""adm1_code"":1300,""adm1_name"":""Kakheti""},{""adm1_code"":1303,""adm1_name"":""Racha-Lechkhumi and Kvemo (lower) Svaneti""}]",2020-08-18,2023-09-25
2020-0376-DOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Laura',DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2020,8,26,2020,8,27,4,,10000,,10000,,,,,,,84.93919813,"[{""adm1_code"":1108,""adm1_name"":""Azua""},{""adm1_code"":1109,""adm1_name"":""Baoruco""},{""adm1_code"":1110,""adm1_name"":""Barahona""},{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1112,""adm1_name"":""Santo Domingo""},{""adm1_code"":1113,""adm1_name"":""Duarte""},{""adm1_code"":1114,""adm1_name"":""El Seibo""},{""adm1_code"":1115,""adm1_name"":""Espaillat""},{""adm1_code"":1116,""adm1_name"":""Independencia""},{""adm1_code"":1117,""adm1_name"":""La Altagracia""},{""adm1_code"":1118,""adm1_name"":""Elias Pina""},{""adm1_code"":1119,""adm1_name"":""La Romana""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1121,""adm1_name"":""Maria Trinidad Sanches""},{""adm1_code"":1122,""adm1_name"":""Monte Cristi""},{""adm1_code"":1123,""adm1_name"":""Pedernales""},{""adm1_code"":1124,""adm1_name"":""Peravia""},{""adm1_code"":1125,""adm1_name"":""Puerto Plata""},{""adm1_code"":1126,""adm1_name"":""Salcedo""},{""adm1_code"":1127,""adm1_name"":""Samana""},{""adm1_code"":1128,""adm1_name"":""San Cristobal""},{""adm1_code"":1129,""adm1_name"":""San Juan""},{""adm1_code"":1130,""adm1_name"":""San Pedro de Macoris""},{""adm1_code"":1131,""adm1_name"":""Sanchez Ramirez""},{""adm1_code"":1132,""adm1_name"":""Santiago""},{""adm1_code"":1133,""adm1_name"":""Santiago Rodriguez""},{""adm1_code"":1134,""adm1_name"":""Valverde""},{""adm1_code"":36854,""adm1_name"":""Hato Mayor""},{""adm1_code"":36855,""adm1_name"":""Monsenor Nouel""},{""adm1_code"":36856,""adm1_name"":""Monte Plata""},{""adm1_code"":36857,""adm1_name"":""San José de Ocoa""},{""adm1_code"":36858,""adm1_name"":""Distrito Nacional""}]",2020-08-27,2023-09-25
2020-0376-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Laura',HTI,Haiti,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2020,8,23,2020,8,23,39,,44175,,44175,,,,,,,84.93919813,"[{""adm1_code"":1409,""adm1_name"":""Artibonite""},{""adm1_code"":1410,""adm1_name"":""Centre""},{""adm1_code"":1412,""adm1_name"":""Nord""},{""adm1_code"":1413,""adm1_name"":""Nord Est""},{""adm1_code"":1414,""adm1_name"":""Nord Ouest""},{""adm1_code"":1415,""adm1_name"":""Ouest""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2020-08-28,2023-09-25
2020-0376-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Laura',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Arkansas, Mississippi",,Industrial accidents,No,No,No,,240,Kph,,,,2020,8,27,2020,8,28,33,,6500,,6500,,,10000000,11773127,13000000,15305066,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-08-28,2023-09-25
2020-0377-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Parwan, Nuristan, Nangahar, Laghman, Kapisa, Panjshir, Wardak, Logar, Paktiya, Paktika provinces ",Heavy rains,,No,No,No,,,Km2,,,,2020,8,25,2020,9,4,212,170,15000,5275,20445,,,,,,,84.93919813,"[{""adm1_code"":286,""adm1_name"":""Kapisa""},{""adm1_code"":290,""adm1_name"":""Laghman""},{""adm1_code"":291,""adm1_name"":""Logar""},{""adm1_code"":292,""adm1_name"":""Nangarhar""},{""adm1_code"":294,""adm1_name"":""Nuristan""},{""adm1_code"":295,""adm1_name"":""Paktika""},{""adm1_code"":296,""adm1_name"":""Paktya""},{""adm1_code"":302,""adm1_name"":""Wardak""},{""adm1_code"":99879,""adm1_name"":""Panjsher""},{""adm1_code"":99880,""adm1_name"":""Parwan""}]",2020-08-27,2023-09-25
2020-0382-TCD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000192,,TCD,Chad,Sub-Saharan Africa,Africa,"Ndjamena, Lac, Mandoul, Tandjile, Mayo-Kebi East, Batha, Salama, Sila",Heavy rains,,No,No,No,,,Km2,,,,2020,8,1,2020,10,12,3,,34872,,34872,,,,,,,84.93919813,"[{""adm1_code"":875,""adm1_name"":""Lac""},{""adm1_code"":881,""adm1_name"":""Salamat""},{""adm1_code"":12904,""adm1_name"":""Batha Est""},{""adm1_code"":12905,""adm1_name"":""Batha Ouest""},{""adm1_code"":12922,""adm1_name"":""Mayo-Dala""},{""adm1_code"":12925,""adm1_name"":""Mandoul""},{""adm1_code"":12928,""adm1_name"":""Sila""},{""adm1_code"":12930,""adm1_name"":""Tandjile Est""},{""adm1_code"":12931,""adm1_name"":""Tandjile Ouest""},{""adm2_code"":65629,""adm2_name"":""Ndjamena""}]",2020-08-27,2023-09-25
2020-0384-THA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,THA,Thailand,South-eastern Asia,Asia,"Nan, Phrae, Chiang Mai, Lampang, Phayao, Uttaradit, Lamphun, Mae Hong Son provinces",Tropical Storm HIGOS,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2020,8,22,2020,8,23,1,,40000,,40000,,,,,,,84.93919813,"[{""adm1_code"":2859,""adm1_name"":""Chiang Mai""},{""adm1_code"":2868,""adm1_name"":""Lampang""},{""adm1_code"":2869,""adm1_name"":""Lamphun""},{""adm1_code"":2872,""adm1_name"":""Mae Hong Son""},{""adm1_code"":2881,""adm1_name"":""Nan""},{""adm1_code"":2891,""adm1_name"":""Phayao""},{""adm1_code"":2897,""adm1_name"":""Phrae""},{""adm1_code"":2924,""adm1_name"":""Uttaradit""}]",2020-08-27,2023-09-25
2020-0385-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kasitu Sub County (Bundibugyo District),Heavy rains,,No,No,No,,,Km2,,,,2020,8,19,2020,8,19,1,,4000,,4000,,,,,,,84.93919813,"[{""adm1_code"":754,""adm1_name"":""Bundibugyo""}]",2020-08-27,2023-09-25
2020-0387-NER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NER,Niger,Sub-Saharan Africa,Africa,Niamey,,,No,No,No,,,Km2,,,,2020,8,,2020,9,10,10,12,50000,,50012,,,,,,,84.93919813,"[{""adm1_code"":2206,""adm1_name"":""Niamey""}]",2020-08-28,2023-09-25
2020-0388-UGA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,UGA,Uganda,Sub-Saharan Africa,Africa,Arua District,,Flood|Lightening,No,No,No,,,Kph,,,,2020,8,25,2020,8,31,8,,8700,,8700,,,,,,,84.93919813,"[{""adm1_code"":1057,""adm1_name"":""Arua""}]",2020-08-28,2023-09-25
2020-0397-SEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000198,,SEN,Senegal,Sub-Saharan Africa,Africa,"Dakar, Thiès, Diourbel, Kaolack, Fatick, Kaffrine, Saint-Louis, Matam, Kolda, Sédhiou, Tambacounda",Heavy rains,,No,No,No,,,Km2,,,,2020,9,5,2020,9,6,11,,17000,,17000,,,,,18000,21192,84.93919813,"[{""adm1_code"":1373,""adm1_name"":""Kaolack""},{""adm1_code"":1375,""adm1_name"":""Kolda""},{""adm1_code"":1376,""adm1_name"":""Sedhiou""},{""adm1_code"":1377,""adm1_name"":""Tambacounda""},{""adm1_code"":1378,""adm1_name"":""Kaffrine""},{""adm1_code"":2636,""adm1_name"":""Dakar""},{""adm1_code"":2644,""adm1_name"":""Thies""},{""adm1_code"":47585,""adm1_name"":""Diourbel""},{""adm1_code"":47586,""adm1_name"":""Fatick""},{""adm1_code"":47588,""adm1_name"":""Matam""},{""adm1_code"":47589,""adm1_name"":""Saint louis""}]",2020-09-07,2023-09-25
2020-0399-BFA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000200,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,"Soum (Sahel); Sanguie (West Central); Sanmatenga, Namentenga, Bam (North Central); Gourma (East); Kadiogo (Centrall)",Heavy rains,,No,No,Yes,,,Km2,,,,2020,8,25,2020,9,10,13,87,71341,20000,91428,,,,,,,84.93919813,"[{""adm2_code"":154450,""adm2_name"":""Kadiogo""},{""adm2_code"":154454,""adm2_name"":""Bam""},{""adm2_code"":154455,""adm2_name"":""Namentenga""},{""adm2_code"":154456,""adm2_name"":""Sanmatenga""},{""adm2_code"":154458,""adm2_name"":""Sanguie""},{""adm2_code"":154465,""adm2_name"":""Gourma""},{""adm2_code"":154481,""adm2_name"":""Soum""}]",2020-09-07,2023-09-25
2020-0399-GHA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000200,,GHA,Ghana,Sub-Saharan Africa,Africa,Bagre Dam in West Mamprusi Municipality,Heavy rains,,No,No,No,,,Km2,,,,2020,9,5,2020,9,6,4,,,,,,,,,,,84.93919813,"[{""adm2_code"":190702,""adm2_name"":""West Mamprusi""}]",2020-09-07,2023-09-25
2020-0400-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Haishen' (Kristine),JPN,Japan,Eastern Asia,Asia,"Miyazaki Prefecture, Kyushu region, Kagoshima, Okinawa",,,No,No,No,,185,Kph,,,,2020,9,7,2020,9,7,2,52,,,52,,,,,,,84.93919813,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2020-09-07,2023-09-25
2020-0400-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Haishen' (Kristine),KOR,Republic of Korea,Eastern Asia,Asia,Ulsan,,,No,No,No,,185,Kph,,,,2020,9,6,2020,9,8,2,,,,,,,800000,941850,1200000,1412775,84.93919813,"[{""adm1_code"":2441,""adm1_name"":""Kyongsangnam-do""}]",2020-10-21,2023-09-25
2020-0403-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Maisak' (Julian),JPN,Japan,Eastern Asia,Asia,Okinawa Prefecture,,,No,No,No,,175,Kph,,,,2020,9,2,2020,9,2,,8,,,8,,,,,,,84.93919813,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2020-09-07,2023-09-25
2020-0403-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Maisak' (Julian),KOR,Republic of Korea,Eastern Asia,Asia,"Gangwon, Jeju, South Gyeongsang, Busan",,Flood,No,No,No,,155,Kph,,,,2020,9,3,2020,9,4,1,,2400,,2400,,,,,,,84.93919813,"[{""adm1_code"":2431,""adm1_name"":""Cheju-do""},{""adm1_code"":2437,""adm1_name"":""Kang-won-do""},{""adm1_code"":2441,""adm1_name"":""Kyongsangnam-do""},{""adm1_code"":2442,""adm1_name"":""Pusan""}]",2020-09-07,2023-09-25
2020-0406-ITA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ITA,Italy,Southern Europe,Europe,"Massa, Carrara Province (Tuscany Region); Varese Province (Lombardy Region) Ancona Province (Marche Region); Trentino-South Tyrol Region",,Flood|Hail,No,No,No,,,Kph,,,,2020,8,29,2020,8,30,3,20,900,,920,,,,,60000,70639,84.93919813,"[{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""},{""adm2_code"":18366,""adm2_name"":""Varese""},{""adm2_code"":18367,""adm2_name"":""Ancona""},{""adm2_code"":18404,""adm2_name"":""Massa-carrara""}]",2020-09-07,2023-09-25
2020-0411-KHM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,KHM,Cambodia,South-eastern Asia,Asia,"Pursat, Battambang, Pailin, Kampong Speu, Kampong Chhnang, Banteay Meanchey, Kampong Thom, Phnom Penh, Kandal, Sway Rieng, Stung Treng, Takao, Siem Reap, Preah Videar, Oddar Meanchey Provinces. ",,Flood,Yes,No,No,,,Kph,,,,2020,10,1,2020,10,24,44,,759360,,759360,,,,,100000,117731,84.93919813,"[{""adm1_code"":791,""adm1_name"":""Banteay Meanchey""},{""adm1_code"":792,""adm1_name"":""Battambang""},{""adm1_code"":794,""adm1_name"":""Kampong Chhnang""},{""adm1_code"":795,""adm1_name"":""Kampong Speu""},{""adm1_code"":796,""adm1_name"":""Kampong Thom""},{""adm1_code"":798,""adm1_name"":""Kandal""},{""adm1_code"":804,""adm1_name"":""Otdar Meanchey""},{""adm1_code"":805,""adm1_name"":""Pailin""},{""adm1_code"":806,""adm1_name"":""Phnom Penh""},{""adm1_code"":807,""adm1_name"":""Preah Vihear""},{""adm1_code"":809,""adm1_name"":""Pursat""},{""adm1_code"":811,""adm1_name"":""Siem Reap""},{""adm1_code"":812,""adm1_name"":""Stung Treng""},{""adm1_code"":813,""adm1_name"":""Svay Rieng""},{""adm1_code"":814,""adm1_name"":""Takeo""}]",2020-10-13,2023-09-25
2020-0411-LAO,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Savannakhet, Salawan, Sekong provinces",,Flood,No,No,No,,,Kph,,,,2020,10,6,2020,10,20,2,,69764,,69764,,,,,,,84.93919813,"[{""adm1_code"":1763,""adm1_name"":""Salavan""},{""adm1_code"":1764,""adm1_name"":""Savannakhet""},{""adm1_code"":1766,""adm1_name"":""Xekong""}]",2020-10-13,2023-09-25
2020-0411-THA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,THA,Thailand,South-eastern Asia,Asia,"Central and eastern Provinces, Nakhon Nayok,Trang, Satun, Songkhla,Sa Kaeo.",,,No,No,No,,,Kph,,,,2020,10,9,2020,10,31,6,,274923,,274923,,,,,,,84.93919813,"[{""adm1_code"":2852,""adm1_name"":""Ang Thong""},{""adm1_code"":2853,""adm1_name"":""Bangkok""},{""adm1_code"":2855,""adm1_name"":""Chachoengsao""},{""adm1_code"":2856,""adm1_name"":""Chainat""},{""adm1_code"":2858,""adm1_name"":""Chanthaburi""},{""adm1_code"":2861,""adm1_name"":""Chonburi""},{""adm1_code"":2864,""adm1_name"":""Kampaeng Phet""},{""adm1_code"":2871,""adm1_name"":""Lopburi""},{""adm1_code"":2875,""adm1_name"":""Nakhon Nayok""},{""adm1_code"":2877,""adm1_name"":""Nakhon Phanom""},{""adm1_code"":2879,""adm1_name"":""Nakhon Sawan""},{""adm1_code"":2885,""adm1_name"":""Nonthaburi""},{""adm1_code"":2886,""adm1_name"":""Pathum Thani""},{""adm1_code"":2888,""adm1_name"":""Phachinburi""},{""adm1_code"":2892,""adm1_name"":""Phetchabun""},{""adm1_code"":2894,""adm1_name"":""Phichit""},{""adm1_code"":2895,""adm1_name"":""Phitsanulok""},{""adm1_code"":2896,""adm1_name"":""Phra Nakhon Si Ayudhya""},{""adm1_code"":2902,""adm1_name"":""Rayong""},{""adm1_code"":2904,""adm1_name"":""Sa Kaeo""},{""adm1_code"":2906,""adm1_name"":""Samut Prakarn""},{""adm1_code"":2907,""adm1_name"":""Samut Sakhon""},{""adm1_code"":2908,""adm1_name"":""Samut Songkham""},{""adm1_code"":2909,""adm1_name"":""Saraburi""},{""adm1_code"":2910,""adm1_name"":""Satun""},{""adm1_code"":2912,""adm1_name"":""Singburi""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2914,""adm1_name"":""Sukhothai""},{""adm1_code"":2915,""adm1_name"":""Suphanburi""},{""adm1_code"":2919,""adm1_name"":""Trad""},{""adm1_code"":2920,""adm1_name"":""Trang""},{""adm1_code"":2923,""adm1_name"":""Uthai Thani""}]",2020-10-13,2023-09-25
2020-0411-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,VNM,Viet Nam,South-eastern Asia,Asia,"Da Nang, Ha Tinh, Quang Bình, Quang Nam, Quang Tri, Thua Thien-Hue, Nghe An, Da Nang, Quang Nam, Quang Ngai, Binh Dinh, Kon Tum, Gia Lai, Dak Lak, Lam Dong, Phu Yen provinces",,Flood,No,Yes,No,,,Kph,,,,2020,10,6,2020,11,3,243,,1500000,,1500000,,,,,850000,1000716,84.93919813,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2020-10-13,2023-09-25
2020-0412-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Delta',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi, Georgia, North and South Carolina",,Flood,No,No,No,,195,Kph,,,,2020,10,7,2020,10,11,4,,9400,,9400,,,,,2900000,3414207,84.93919813,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-10-13,2023-09-25
2020-0414-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kota Kinabalu, Kota Belud, Tuaran, Telipok Districts (Sabah State)",,,No,No,No,,,Km2,,,,2020,10,9,2020,10,9,,,400,,400,,,,,,,84.93919813,"[{""adm2_code"":37408,""adm2_name"":""Kota Belud""},{""adm2_code"":37409,""adm2_name"":""Kota Kinabalu""},{""adm2_code"":37413,""adm2_name"":""Labuk \u0026 Sugut""},{""adm2_code"":37426,""adm2_name"":""Tuaran""}]",2020-10-13,2023-09-25
2020-0416-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Gamma',MEX,Mexico,Latin America and the Caribbean,Americas,"Tabasco, Quintana Roo, Yucatán, Campeche",,,No,No,No,,56,Kph,,,,2020,10,2,2020,10,6,6,,3500,,3500,,,,,100000,117731,84.93919813,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2020-10-13,2023-09-25
