DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2023-0259-KEN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Kisumu, Mandera County",Heavy rains,,No,No,No,,,Km2,,,Nyando River,2023,4,25,2023,4,27,,,22500,,22500,,,,,,,100,"[{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51369,""adm2_name"":""Kisumu""}]",2023-04-28,2023-09-26
2023-0262-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Kasese, Rukungiri, Mbale, Kigez, Ntokoro, Kigezi Districts",Heavy rains,,No,No,No,,,Km2,,,,2023,4,24,2023,5,18,23,16,1000,,1016,,,,,,,100,"[{""adm1_code"":779,""adm1_name"":""Ntoroko""},{""adm1_code"":3121,""adm1_name"":""Kasese""},{""adm1_code"":42197,""adm1_name"":""Rukungiri""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2023-05-02,2023-09-26
2023-0263-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Cao Bang, Lao Cai, Yen Bai, Phu Tho, Dien Bien, Tuyen Quang, and Thai Nguyen provinces",Heavy rains,Hail|Lightening,No,No,No,,,Km2,,,,2023,4,28,2023,4,30,,,6540,,6540,,,,,,,100,,2023-05-02,2024-02-28
2023-0266-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PAK,Pakistan,Southern Asia,Asia,"Khuzdar City/Qusdar (Khuzdar District, central Balochistan), Kech District (southern Balochistan), Lasbela District (southern Balochistan) Mach Town (Kachhi District, central Balochistan); Khyber Pakhtunkhwa Province",Heavy rains,,No,No,No,,,Km2,,,,2023,4,29,2023,5,3,12,3,,,3,,,,,,,100,,2023-05-02,2023-09-26
2023-0267-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000064,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Northern, western and southern provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,5,1,2023,5,3,131,77,51905,,51982,100000,100000,,,,,100,,2023-05-04,2023-09-26
2023-0268-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Yunnan Province,,,No,No,No,,5.3,Moment Magnitude,,,,2023,5,2,2023,5,2,,10,8400,,8410,,,,,30000,30000,100,,2023-05-04,2024-02-12
2023-0270-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,Fontanelice Municipality (Bologna Province); Castel Bolognese Municipality (Ravenna Province); Forlì-Cesena provinces,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Senio, Sillaro and Lamone Rivers",2023,4,30,2023,5,3,2,,500,,500,,,,,,,100,"[{""adm2_code"":18334,""adm2_name"":""Bologna""},{""adm2_code"":18336,""adm2_name"":""Forli'""},{""adm2_code"":18340,""adm2_name"":""Ravenna""}]",2023-05-04,2023-09-26
2023-0272-CAN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CAN,Canada,Northern America,Americas,"Baie-Saint-Paul (Charlevoix Region), Saint-Côme and Sainte-Émélie-de-l'Énergie (Lanaudière Region, south-western Quebec).",Heavy rains,Storm,No,No,Yes,,,Km2,,,,2023,5,1,2023,5,4,2,,1000,,1000,,,,,,,100,,2023-05-04,2023-09-26
2023-0279-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Ishikawa,,"Slide (land, mud, snow, rock)",No,No,No,,6.2,Moment Magnitude,37.548,137.299,,2023,5,6,2023,5,6,1,43,2157,54,2254,,,,,,,100,,2023-05-08,2023-09-26
2023-0280-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CAN,Canada,Northern America,Americas,"Alberta, British Columbia, Nova Scotia, Ontario, Québec, Saskatchewan",Dry conditions and high winds,Heat wave|Pollution,No,No,Yes,,,Km2,,,,2023,5,6,2023,7,,2,,30000,,30000,,,100000,100000,200000,200000,100,"[{""adm1_code"":825,""adm1_name"":""Alberta""},{""adm1_code"":826,""adm1_name"":""British Columbia / Colombie-Britannique""},{""adm1_code"":831,""adm1_name"":""Nova Scotia / Nouvelle-Écosse""},{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""},{""adm1_code"":836,""adm1_name"":""Saskatchewan""}]",2023-05-08,2023-09-26
2023-0281-COD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2023-000067,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Bushushu, Nyamukubi (South Kivu)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Cibira/Cabondo and Nyamukubi Rivers; Lukungula, Kabushungu and Kanynyi) in Nyamukubi (Rivers Chichova, Nyamukubi and Lwano",2023,5,2,2023,5,5,2830,220,50000,,50220,,,,,10000,10000,100,"[{""adm1_code"":1076,""adm1_name"":""Sud-Kivu""}]",2023-05-08,2024-06-17
2023-0285-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Jiangxi Province,Heavy rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2023,5,5,2023,5,8,,,530000,,530000,,,,,95000,95000,100,,2023-05-08,2024-03-04
2023-0287-GTM,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Fuego,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Pedro Yepocapa, Chimaltenango, Panimaché I and II villages, El Porvenir and Morelia muncipalities",,,No,No,No,,,,,,,2023,5,5,2023,5,5,,,1054,,1054,,,,,,,100,,2023-05-08,2023-09-26
2023-0288-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Nebraska, Missouri, Kansas, Colorado, Illinois, Iowa, Indiana, Kentucky, Tennessee, South Carolina ",,Hail,No,No,No,,,Kph,,,,2023,5,6,2023,5,8,1,,,,,,,,,2200000,2200000,100,,2023-05-19,2024-01-18
2023-0289-RUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,RUS,Russian Federation,Eastern Europe,Europe,"Tyumen, Kurgan, Omsk",,,No,No,Yes,,,Km2,,,,2023,5,7,2023,5,8,21,,15000,,15000,,,,,50000,50000,100,"[{""adm1_code"":2526,""adm1_name"":""Kurganskaya Oblast""},{""adm1_code"":2542,""adm1_name"":""Omskaya Oblast""},{""adm1_code"":2566,""adm1_name"":""Tyumenskaya Oblast""}]",2023-05-19,2023-09-26
2023-0290-SLE,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Dalakuru Village, Diang Chiefdom and Konadugu; Freetown City area",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,5,6,2023,5,10,15,17,,,17,,,,,,,100,,2023-05-19,2023-09-26
2023-0291-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,Nangarhar Province,Heavy rains,,No,No,No,,,Km2,,,,2023,5,5,2023,5,5,4,25,1500,,1525,,,,,,,100,"[{""adm1_code"":292,""adm1_name"":""Nangarhar""}]",2023-05-19,2023-09-26
2023-0293-CZE,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000080,,CZE,Czechia,Eastern Europe,Europe,,,,No,No,No,,,Km2,,,,2023,5,13,2023,5,13,,,,,,,,,,,,100,,2023-05-23,2023-09-26
2023-0293-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000080,,ITA,Italy,Southern Europe,Europe,"Bologna, Ferrara, Forlì-Cesena, Modena, Parma, Ravenna, Reggio Emilia, Rimini;",Storm Minerva,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,5,16,2023,5,20,15,,46000,,46000,,,,,9750000,9750000,100,"[{""adm2_code"":18334,""adm2_name"":""Bologna""},{""adm2_code"":18335,""adm2_name"":""Ferrara""},{""adm2_code"":18336,""adm2_name"":""Forli'""},{""adm2_code"":18337,""adm2_name"":""Modena""},{""adm2_code"":18338,""adm2_name"":""Parma""},{""adm2_code"":18340,""adm2_name"":""Ravenna""},{""adm2_code"":18341,""adm2_name"":""Reggio Emilia""},{""adm2_code"":18342,""adm2_name"":""Rimini""}]",2023-05-19,2024-02-01
2023-0294-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000071,Cyclone 'Mocha',BGD,Bangladesh,Southern Asia,Asia,"Cox’s Bazar, Chattogram, Feni, and Noakhali districts, St Martin Island",,,No,No,No,,220,Kph,,,,2023,5,13,2023,5,14,3,12,750000,,750012,,,,,1000,1000,100,,2023-05-23,2024-03-01
2023-0294-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000071,Cyclone 'Mocha',IND,India,Southern Asia,Asia,"Mizoram, Tripura, and Manipur states",,,No,No,No,,,Kph,,,,2023,5,14,2023,5,14,,,1000,,1000,,,,,,,100,,2023-05-23,2023-09-26
2023-0294-MMR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000071,Cyclone 'Mocha',MMR,Myanmar,South-eastern Asia,Asia,"Sittwe, Mrauk-U, Kyauktaw, or Minbya (Rakhine state); Chin, Magway, Sagaing, Ayeyarwady, Mandalay states",,Flood|Surge,No,No,No,,300,Kph,,,,2023,5,14,2023,5,15,148,132,1200000,,1200132,,,,,2240000,2240000,100,"[{""adm1_code"":2125,""adm1_name"":""Chin""},{""adm1_code"":2126,""adm1_name"":""Ayeyawaddy""},{""adm1_code"":2130,""adm1_name"":""Magway""},{""adm1_code"":2131,""adm1_name"":""Mandalay""},{""adm1_code"":2133,""adm1_name"":""Sagaing""},{""adm2_code"":41811,""adm2_name"":""Kyaukpyu""},{""adm2_code"":41813,""adm2_name"":""Sittwe""}]",2023-05-23,2024-08-27
2023-0295-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,Belet Weyne District (Hirshabelle State) Baardheere District (Jubaland State),Heavy rains,,No,No,No,,,Km2,,,,2023,4,,2023,5,,22,,468000,,468000,,,,,,,100,,2023-05-23,2023-09-26
2023-0297-MNG,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2023-000078,,MNG,Mongolia,Eastern Asia,Asia,"Dornod, Dornogovi, Dundgovi, Govi-Altai, Khentii, Ömnögovi, Sükhbaatar",,Snow/ice,No,No,No,,,°C,,,,2023,5,19,2023,5,22,2,,5100,,5100,,,,,,,100,,2023-05-24,2023-09-26
2023-0300-GUM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Mawar',GUM,Guam,Micronesia,Oceania,,,Flood,No,No,Yes,,295,Kph,,,,2023,5,24,2023,5,25,2,,100000,,100000,,,,,4300000,4300000,100,,2023-06-13,2024-01-18
2023-0300-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Mawar',JPN,Japan,Eastern Asia,Asia,Okinawa,,Flood,No,No,No,,215,Kph,,,,2023,6,2,2023,6,2,3,35,,,35,,,,,,,100,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2023-06-28,2023-09-26
2023-0300-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Mawar',PHL,Philippines,South-eastern Asia,Asia,"Ilocos Region, Cagayan Valley, Central Luzon, Western Visayas, CAR and MIMAROPA.",,,No,No,No,,,Kph,,,,2023,5,24,2023,6,3,1,1,30500,,30501,,,,,,,100,,2023-06-28,2023-09-26
2023-0300-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Mawar',TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,5,29,2023,5,31,1,,,,,,,,,,,100,,2023-06-29,2023-09-26
2023-0306-PAK,No,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,PAK,Pakistan,Southern Asia,Asia,Shounter,,,No,No,No,,,,,,,2023,5,27,2023,5,27,11,25,,,25,,,,,,,100,,2023-06-13,2023-09-26
2023-0319-HRV,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HRV,Croatia,Southern Europe,Europe,"Gracac Municipality (Zadar County), Karlovac, Hrvatska Kostajnica",Heavy raons,,No,No,No,,,Km2,,,"Kupa, Una ,Sava, Mrežnica, Zrmanja and Korana Rivers",2023,5,12,2023,5,17,,,177,,177,,,,,,,100,,2023-06-13,2023-09-26
2023-0321-BIH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000079,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,"Novi Grad, Prijedor, Kostajnica, Bihac, Bužim, Sanski Most, Cazin, Velika Kladuša, Kljuc, Bosanska Krupa, Kozarska Dubica and Srbac.",Heavy rains,,No,No,No,,,Km2,,,Una and Sana rivers,2023,5,14,2023,5,19,,,10000,,10000,,,,,,,100,,2023-06-13,2023-09-26
2023-0323-FRA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,FRA,France,Western Europe,Europe,"La Laigne, Benon, Mauzé-sur-le-Mignon, Saint Hilaire-la-Palud and Cram-Chaban (Nouvelle-Aquitaine Region); Charente-Maritime",,,No,No,No,,4.8,Moment Magnitude,46.212,-0.785,,2023,6,16,2023,6,16,,2,750,,752,,,,,445000,445000,100,,2023-06-26,2024-02-01
2023-0324-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Louisiana, Michigan, Ohio, Mississippi, Nebraska, Wyoming, Colorado and Arkansas",,Hail|Lightening,No,No,No,,,Kph,,,,2023,6,15,2023,6,22,5,135,60,,195,,,,,3800000,3800000,100,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2023-06-26,2024-01-18
2023-0325-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,Rio Grande do Sul,,Storm,No,No,No,,,Km2,,,,2023,6,15,2023,6,16,17,,11100,,11100,,,,,205000,205000,100,"[{""adm1_code"":685,""adm1_name"":""Rio Grande Do Sul""}]",2023-06-26,2024-06-26
2023-0326-NPL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NPL,Nepal,Southern Asia,Asia,"Nuwakot, Okhaldhunga, Panchthar, Shankhuwasabha, Taplejung, Dhankuta and Ilam (Koshi province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,15,2023,6,19,36,6,1500,,1506,,,,,,,100,,2023-06-26,2023-09-26
2023-0328-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Tripura, Odisha ",,,No,No,No,,45,°C,,,,2023,4,,2023,6,,179,460,,,460,,,,,,,100,,2023-06-26,2024-02-27
2023-0328-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PAK,Pakistan,Southern Asia,Asia,,,,No,No,No,,49,°C,,,,2023,4,,2023,5,,22,,,,,,,,,,,100,,2024-02-27,2024-02-27
2023-0330-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Nalbari, Baksa, Lakhimpur, Bajali, Barpet distrcits (Assam);Sikkim",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,14,2023,6,23,,,500000,,500000,,,,,,,100,,2023-06-26,2023-09-26
2023-0331-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Biparjoy',IND,India,Southern Asia,Asia,"Barmer, Jalore, Sirohi, Pali, and Rajmasand (Rajasthan); Gujarat ",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,125,Kph,,,,2023,6,19,2023,6,21,7,,10000,,10000,,,,,,,100,"[{""adm2_code"":17837,""adm2_name"":""Barmer""},{""adm2_code"":17849,""adm2_name"":""Jalor""},{""adm2_code"":17855,""adm2_name"":""Pali""},{""adm2_code"":17858,""adm2_name"":""Sirohi""},{""adm2_code"":70240,""adm2_name"":""Rajsamand""}]",2023-06-26,2023-09-26
2023-0331-PAK,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Biparjoy',PAK,Pakistan,Southern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,6,15,2023,6,15,1,,,,,,,,,,,100,,2023-07-03,2023-09-26
2023-0332-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas, Tarrant, Denton, Ochiltree counties (Texas); Louisiana, Mississippi, Alabama, Georgia, Tennessee, Arkansas, South Carolina and Florida ",,Hail,No,No,No,,,Kph,,,,2023,6,10,2023,6,17,3,12,600,,612,,,,,4100000,4100000,100,,2023-06-27,2024-03-04
2023-0334-KAZ,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,KAZ,Kazakhstan,Central Asia,Asia,"Semei Ormany, Abai region",,Drought|Heat wave,No,No,No,,,Km2,,,,2023,6,8,2023,6,15,14,,300,,300,,,,,,,100,,2023-06-27,2023-09-26
2023-0337-CUB,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CUB,Cuba,Latin America and the Caribbean,Americas,"Granma, Las Tunas, Santiago de Cuba, and Camagüey ",Heavy rains,,No,No,No,,,Km2,,,,2023,6,8,2023,6,10,6,,18500,,18500,,,,,,,100,"[{""adm1_code"":1009,""adm1_name"":""Camaguey""},{""adm1_code"":1013,""adm1_name"":""Granma""},{""adm1_code"":1018,""adm1_name"":""Las Tunas""},{""adm1_code"":1022,""adm1_name"":""Santiago De Cuba""}]",2023-06-27,2023-09-26
2023-0339-HTI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,"Ouest, Sud-Est, Nippes, Grand'Anse, Nord-Ouest, Centre, Sud",Tropical storm ARLENE,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,2,2023,6,6,78,143,225000,,225143,,,,,420000,420000,100,"[{""adm1_code"":1410,""adm1_name"":""Centre""},{""adm1_code"":1414,""adm1_name"":""Nord Ouest""},{""adm1_code"":1415,""adm1_name"":""Ouest""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2023-06-28,2024-08-27
2023-0341-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Leshan City (Sichuan province); Yiliang County (Yunnan province) ,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,1,2023,6,5,25,,,,,,,,,,,100,,2023-06-28,2023-09-26
2023-0342-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Atacames, Esmeraldas, Quinindé and Muisne",Heavy rains,,No,No,No,,,Km2,,,,2023,6,1,2023,6,8,,,14186,,14186,,,,,,,100,"[{""adm2_code"":15384,""adm2_name"":""Atacames""},{""adm2_code"":15388,""adm2_name"":""Muisne""},{""adm2_code"":22044,""adm2_name"":""Esmeraldas""},{""adm2_code"":22046,""adm2_name"":""Quininde""}]",2023-06-28,2023-09-26
2023-0352-ZAF,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Phoenix, Inanda, Ntuzuma, KwaMashu, Pinetown, Folweni, and the north of Durban (KwaZulu-Natal Province)",,Flood,No,No,No,,,Kph,,,,2023,6,27,2023,6,29,5,,,150,150,,,,,,,100,,2023-06-29,2023-09-26
2023-0353-IRN,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Zabol, Zahak, Hamoun, Hirmand and Nimrouz (Sistan and Baluchistan province)",,,No,No,No,,,Kph,,,,2023,6,26,2023,6,29,,1050,,,1050,,,,,,,100,,2023-06-29,2023-09-26
2023-0354-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Balochistan, Khyber Pakhtunkhwa, and Punjab",Pre-monsoon rain,,No,No,No,,,Km2,,,,2023,6,10,2023,6,29,33,48,150,,198,,,,,,,100,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2023-06-29,2023-09-26
2023-0355-PHL,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,GLIDE:VO-2023-000099,Mount 'Mayon',PHL,Philippines,South-eastern Asia,Asia,"Bacacay, Camalig, Daraga, Guinobatan, Ligao, Malilipot, Santo Domingo, Tabaco (Albay Province, Bicol Region)",,,No,No,No,,,,,,,2023,6,5,2023,6,29,,628,38396,,39024,,,,,,,100,"[{""adm2_code"":24240,""adm2_name"":""Albay""}]",2023-06-29,2024-03-06
2023-0357-CHN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CHN,China,Eastern Asia,Asia,"Wenchuan County, Miansi Municipality and the Weizhou Municipality ((Sichuan Province)",Heavy rains,,No,No,No,,,,,,,2023,6,27,2023,6,28,7,,900,,900,,,,,,,100,,2023-06-29,2023-09-26
2023-0359-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Mandi, Solan and Hamirpur districts (Himachal Pradesh); Uttarakhand, Punjab, NewDelhi, Haryana",Monsoon rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,26,2023,7,12,62,,5,,5,,,,,3000,3000,100,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17668,""adm2_name"":""Hamirpur""},{""adm2_code"":17673,""adm2_name"":""Mandi""},{""adm2_code"":17676,""adm2_name"":""Solan""}]",2023-06-29,2023-09-26
2023-0360-BRB,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bret',BRB,Barbados,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2023,6,22,2023,6,23,,,179,,179,,,,,,,100,,2023-06-29,2023-09-26
2023-0360-VCT,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bret',VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,2023,6,22,2023,6,23,,,150,,150,,,,,,,100,,2023-06-29,2023-09-26
2023-0362-CHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHL,Chile,Latin America and the Caribbean,Americas,"Libertador, Maule, Metropolitana; Valparaíso; Nuble",Heavy rains,,No,No,No,,,Km2,,,"Aconcagua; Maipo; Mapocho; Tinguiriricq; Cachapoal; Mataquito, Achibueno, Putagán, Ancoa, Longaví ; Ñuble, Chillán, Diguillín; Laja, Duqueco, Biobío, Carampangue, Ranas, and Curanilahue rivers",2023,6,21,2023,6,25,4,,21673,,21673,,,,,765000,765000,100,"[{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm2_code"":12947,""adm2_name"":""Ñuble""}]",2023-06-29,2024-01-29
2023-0364-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Florida, Arizona, New Mexico, Kansas, Oklahoma, and southern California",,Pollution,No,No,No,,56.7,°C,,,,2023,6,,2023,7,,14,,,,,,,,,,,100,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2023-06-30,2023-09-26
2023-0365-GTM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Alta Verapaz, Escuintla, Baja Verapaz, Guatemala, Suchitepéques, Zacapa and Totonicapán Departments",Heavy rains,,No,No,No,,,Km2,,,,2023,5,,2023,10,11,78,5,4400000,,4400005,,,,,,,100,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64825,""adm1_name"":""Escuintla""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64835,""adm1_name"":""Baja Verapaz""},{""adm1_code"":64836,""adm1_name"":""Alta Verapaz""},{""adm1_code"":64839,""adm1_name"":""Zacapa""}]",2023-06-30,2023-11-14
2023-0366-IDN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IDN,Indonesia,South-eastern Asia,Asia,Batam City (Riau Islands),,Flood|Lightening,No,No,No,,,Kph,,,,2023,6,24,2023,6,26,,7,330,,337,,,,,,,100,,2023-06-30,2023-09-26
